,ort,plz,bundesland,latitude,longitude,demand
668,Oelde,59302,Nordrhein-Westfalen,51.8277489,8.149676849236645,1362
669,Oer-Erkenschwick,45739,Nordrhein-Westfalen,51.640897,7.2570095389517455,1220
670,Oerlinghausen,33813,Nordrhein-Westfalen,51.950386200000004,8.674835349999997,2317
671,Olfen,59399,Nordrhein-Westfalen,51.699493200000006,7.383123429329005,2180
672,Olpe,57462,Nordrhein-Westfalen,51.02846935,7.852245530789796,2197
673,Olsberg,59939,Nordrhein-Westfalen,51.34685770000001,8.488341491462254,2504
674,Ostbevern,48346,Nordrhein-Westfalen,52.03654315,7.844960530076916,1972
675,Overath,51491,Nordrhein-Westfalen,50.94200395,7.28079846695122,1247
676,Paderborn,33098,Nordrhein-Westfalen,51.7059761,8.758516850019213,1198
677,Paderborn,33100,Nordrhein-Westfalen,51.72789945,8.776045500000004,2473
678,Paderborn,33102,Nordrhein-Westfalen,51.72000945,8.73017856248028,2810
679,Paderborn,33104,Nordrhein-Westfalen,51.74190170000001,8.73016395,2602
680,Paderborn,33106,Nordrhein-Westfalen,51.7171231,8.718141966999838,1748
681,Paderborn,33154,Nordrhein-Westfalen,51.6714885,8.620921673333337,1690
682,Paderborn,33161,Nordrhein-Westfalen,51.81169315,8.675947850676778,1027
683,Petershagen,32469,Nordrhein-Westfalen,52.37532305000001,8.999220400000002,1310
684,Plettenberg,58840,Nordrhein-Westfalen,51.2124009,7.872534637546296,2458
685,Porta Westfalica,32457,Nordrhein-Westfalen,52.25264925000001,8.946975182894743,2570
686,Preußisch Oldendorf,32361,Nordrhein-Westfalen,52.31256775,8.504347621477791,2066
687,Pulheim,50259,Nordrhein-Westfalen,50.9733656,6.768663637657431,2964
688,Radevormwald,42477,Nordrhein-Westfalen,51.2295124,7.309571200000005,2075
689,Raesfeld,46348,Nordrhein-Westfalen,51.76920385,6.8375960871784525,1368
690,Rahden,32369,Nordrhein-Westfalen,52.42936355,8.622630525823928,1799
691,Ratingen,40472,Nordrhein-Westfalen,51.2712893,6.8267149793639925,1392
692,Ratingen,40878,Nordrhein-Westfalen,51.2955635,6.8465414004560365,2156
693,Ratingen,40880,Nordrhein-Westfalen,51.2987806,6.818114431579215,1389
694,Ratingen,40882,Nordrhein-Westfalen,51.2990344,6.907473783638756,1048
695,Ratingen,40883,Nordrhein-Westfalen,51.32788465,6.900941954858292,2432
696,Ratingen,40885,Nordrhein-Westfalen,51.34392155000001,6.849004174613659,2995
697,Recke,49509,Nordrhein-Westfalen,52.36181445,7.709045564903164,2979
698,Recklinghausen,45657,Nordrhein-Westfalen,51.62573165,7.198478398206968,1046
699,Recklinghausen,45659,Nordrhein-Westfalen,51.59557315,7.185535879061987,2262
700,Recklinghausen,45661,Nordrhein-Westfalen,51.5646902,7.207129374040804,1416
701,Recklinghausen,45663,Nordrhein-Westfalen,51.57101745,7.219128133345376,1851
702,Recklinghausen,45665,Nordrhein-Westfalen,51.6095659,7.2576574349373315,1202
703,Rees,46459,Nordrhein-Westfalen,51.769973799999995,6.377376340635937,2363
704,Reichshof,51580,Nordrhein-Westfalen,50.934776,7.7505520999999975,2324
705,Reken,48734,Nordrhein-Westfalen,51.836862200000006,7.098259975501456,2043
706,Remscheid,42853,Nordrhein-Westfalen,51.18481515,7.176716939932659,1538
707,Remscheid,42855,Nordrhein-Westfalen,51.193593299999996,7.196211671780657,2054
708,Remscheid,42857,Nordrhein-Westfalen,51.17173015,7.164650395788849,1640
709,Remscheid,42859,Nordrhein-Westfalen,51.1656605,7.211338210294117,1633
710,Remscheid,42897,Nordrhein-Westfalen,51.1963393,7.258334669708594,1494
711,Remscheid,42899,Nordrhein-Westfalen,51.2049797,7.236671891955991,2446
712,Rheda-Wiedenbrück,33378,Nordrhein-Westfalen,51.8532153,8.282864447149088,2339
713,Rhede,46414,Nordrhein-Westfalen,51.84850365,6.688861811337786,2729
714,Rheinbach,53359,Nordrhein-Westfalen,50.603132650000006,6.931423105122634,1479
715,Rheinberg,47495,Nordrhein-Westfalen,51.5215276,6.686124946532276,1493
716,Rheine,48429,Nordrhein-Westfalen,52.27999570000001,7.463576373151074,1509
717,Rheine,48431,Nordrhein-Westfalen,52.275526,7.4263621001627005,1141
718,Rheine,48432,Nordrhein-Westfalen,52.26677755,7.5144167137614115,2559
719,Rheurdt,47509,Nordrhein-Westfalen,51.45127005000001,6.468155280879558,1944
720,Rietberg,33397,Nordrhein-Westfalen,51.75425275,8.388781911512536,2834
721,Rödinghausen,32289,Nordrhein-Westfalen,52.22499595,8.517085878466293,2549
722,Roetgen,52159,Nordrhein-Westfalen,50.63696575,6.213200776633654,1760
723,Rommerskirchen,41569,Nordrhein-Westfalen,51.06431845,6.675534029209353,1619
724,Rosendahl,48720,Nordrhein-Westfalen,52.041985700000005,7.2931337685539654,2227
725,Rösrath,51503,Nordrhein-Westfalen,50.88655415,7.180347292932752,2348
726,Ruppichteroth,53809,Nordrhein-Westfalen,50.84392285,7.4768010915796355,1253
727,Rüthen,59602,Nordrhein-Westfalen,51.50204975,8.43690398957862,1202
728,Saerbeck,48369,Nordrhein-Westfalen,52.1699994,7.638746296773193,1800
729,Salzkotten,33154,Nordrhein-Westfalen,51.6714885,8.620921673333337,1927
730,Sankt Augustin,53757,Nordrhein-Westfalen,50.7678883,7.199806620764033,2251
731,Sassenberg,48336,Nordrhein-Westfalen,52.0120567,8.035292134122022,1804
732,Schalksmühle,58579,Nordrhein-Westfalen,51.25852365,7.559143253525907,2446
733,Schermbeck,46514,Nordrhein-Westfalen,51.68987385,6.839192936379198,2076
734,Schieder-Schwalenberg,32816,Nordrhein-Westfalen,51.91477805,9.157552873469236,2760
735,Schlangen,33189,Nordrhein-Westfalen,51.80722335,8.847580250496687,1073
736,Schleiden,53937,Nordrhein-Westfalen,50.52991775,6.4770264999999965,2582
737,Schloß Holte-Stukenbrock,33758,Nordrhein-Westfalen,51.9144078,8.603894050000001,1231
738,Schmallenberg,57392,Nordrhein-Westfalen,51.1824891,8.34208555,1557
739,Schöppingen,48624,Nordrhein-Westfalen,52.05896595,7.242721011605703,1546
740,Schwalmtal,41366,Nordrhein-Westfalen,51.22195745000001,6.270684388647496,1603
741,Schwelm,58332,Nordrhein-Westfalen,51.28896015,7.2965259949596115,1021
742,Schwerte,58239,Nordrhein-Westfalen,51.43014285,7.5530180929106985,2757
743,Selfkant,52538,Nordrhein-Westfalen,51.0372335,5.8840322796695474,2840
744,Selm,59379,Nordrhein-Westfalen,51.690504600000004,7.466471552545628,2402
745,Senden,48308,Nordrhein-Westfalen,51.91329500000001,7.481416051315354,2085
746,Sendenhorst,48324,Nordrhein-Westfalen,51.84112835,7.839265962222906,2705
747,Siegburg,53721,Nordrhein-Westfalen,50.7894372,7.217719177973876,2898
748,Siegen,57072,Nordrhein-Westfalen,50.87695665,7.994307185880476,1668
749,Siegen,57074,Nordrhein-Westfalen,50.87795255,8.041654931610928,2180
750,Siegen,57076,Nordrhein-Westfalen,50.8885165,8.032976479817275,2105
751,Siegen,57078,Nordrhein-Westfalen,50.91656775,7.997059877054678,1335
752,Siegen,57080,Nordrhein-Westfalen,50.84850415,8.004861863906447,2801
753,Simmerath,52152,Nordrhein-Westfalen,50.6092547,6.365411826551588,1632
754,Soest,59494,Nordrhein-Westfalen,51.574470899999994,8.100130560252707,2181
755,Solingen,42651,Nordrhein-Westfalen,51.17439810000001,7.084293416823988,1209
756,Solingen,42653,Nordrhein-Westfalen,51.18313365,7.0806586600909105,2693
757,Solingen,42655,Nordrhein-Westfalen,51.170914200000006,7.07659455,1415
758,Solingen,42657,Nordrhein-Westfalen,51.15056865,7.076514343835273,1356
759,Solingen,42659,Nordrhein-Westfalen,51.15224005,7.087890049999999,2989
760,Solingen,42697,Nordrhein-Westfalen,51.1600942,7.001136896440629,2621
761,Solingen,42699,Nordrhein-Westfalen,51.136765999999994,7.013672603675852,2079
762,Solingen,42719,Nordrhein-Westfalen,51.18003710000001,7.056710304580152,2648
763,Sonsbeck,47665,Nordrhein-Westfalen,51.616946899999995,6.369905480805911,2541
764,Spenge,32139,Nordrhein-Westfalen,52.14443249999999,8.466362192972099,2621
765,Sprockhövel,45549,Nordrhein-Westfalen,51.36752540000001,7.255550191841646,2827
766,Stadtlohn,48703,Nordrhein-Westfalen,51.995920500000004,6.894228592601803,2580
767,Steinfurt,48565,Nordrhein-Westfalen,52.1294289,7.3903454,2388
768,Steinhagen,33803,Nordrhein-Westfalen,51.98486125,8.30035256095081,2602
769,Steinheim,32839,Nordrhein-Westfalen,51.8659636,9.092490099530554,2145
770,Stemwede,32351,Nordrhein-Westfalen,52.36695245,8.460379106366883,1411
771,Stolberg,52222,Nordrhein-Westfalen,50.7783424,6.222603860296372,2022
772,Stolberg,52223,Nordrhein-Westfalen,50.76885395,6.208344375936884,1491
773,Stolberg,52224,Nordrhein-Westfalen,50.736776299999995,6.2859994901878915,2165
774,Straelen,47638,Nordrhein-Westfalen,51.42157335,6.25648491733813,2005
775,Südlohn,46354,Nordrhein-Westfalen,51.9503192,6.863280788717517,2178
776,Sundern,59846,Nordrhein-Westfalen,51.3136936,8.020782544661637,1598
777,Swisttal,53913,Nordrhein-Westfalen,50.671235700000004,6.958503946672963,2756
778,Tecklenburg,49545,Nordrhein-Westfalen,52.22238285,7.884527220580487,1518
779,Telgte,48291,Nordrhein-Westfalen,51.973543,7.7973224,2952
780,Titz,52445,Nordrhein-Westfalen,51.036224,6.449274877967807,2084
781,Tönisvorst,47918,Nordrhein-Westfalen,51.31333895,6.459069048563378,2161
782,Troisdorf,53840,Nordrhein-Westfalen,50.80819165,7.158783893434348,2745
783,Troisdorf,53842,Nordrhein-Westfalen,50.81378170000001,7.142995421561771,1115
784,Troisdorf,53844,Nordrhein-Westfalen,50.80025535,7.131680551968515,1754
785,Übach-Palenberg,52531,Nordrhein-Westfalen,50.9247686,6.104328620911372,2565
786,Uedem,47589,Nordrhein-Westfalen,51.6755786,6.2936017234857795,2755
787,Unna,59423,Nordrhein-Westfalen,51.5341656,7.69042700599825,2399
788,Unna,59425,Nordrhein-Westfalen,51.5409421,7.699214200000001,2179
789,Unna,59427,Nordrhein-Westfalen,51.5324412,7.6494081254696225,1612
790,Velbert,42549,Nordrhein-Westfalen,51.33978445,7.0238478498289405,1727
791,Velbert,42551,Nordrhein-Westfalen,51.3464187,7.061615665437938,1101
792,Velbert,42553,Nordrhein-Westfalen,51.315660799999996,7.108825005906488,2976
793,Velbert,42555,Nordrhein-Westfalen,51.35434095,7.120956429932474,2198
794,Velen,46342,Nordrhein-Westfalen,51.89652545,6.955145387919903,2721
795,Verl,33415,Nordrhein-Westfalen,51.87400155,8.493112757315474,2180
796,Versmold,33775,Nordrhein-Westfalen,52.0429581,8.174533973245998,1585
797,Vettweiß,52391,Nordrhein-Westfalen,50.74247035,6.600592620569619,2460
798,Viersen,41747,Nordrhein-Westfalen,51.2445986,6.3757812439230594,2205
799,Viersen,41748,Nordrhein-Westfalen,51.24667375,6.436710680616245,2920
800,Viersen,41749,Nordrhein-Westfalen,51.28100525,6.374126782522174,2042
801,Viersen,41751,Nordrhein-Westfalen,51.25206350000001,6.322365684659461,1790
802,Vlotho,32602,Nordrhein-Westfalen,52.19302879999999,8.87070085,2919
803,Voerde (Niederrhein),46562,Nordrhein-Westfalen,51.59963070000001,6.655406745578975,2282
804,Vreden,48691,Nordrhein-Westfalen,52.0456811,6.823658774999997,1489
805,Wachtberg,53343,Nordrhein-Westfalen,50.6493163,7.1563264358691265,2075
806,Wachtendonk,47669,Nordrhein-Westfalen,51.40219625,6.335062405456058,1198
807,Wadersloh,59329,Nordrhein-Westfalen,51.7186021,8.217246189096798,1192
808,Waldbröl,51545,Nordrhein-Westfalen,50.86907615,7.630670020575784,1536
809,Waldfeucht,52525,Nordrhein-Westfalen,51.05487655,6.164823000935313,2361
810,Waltrop,45731,Nordrhein-Westfalen,51.62746805,7.411488282562597,2296
811,Warburg,34414,Nordrhein-Westfalen,51.559329299999995,9.0517189,1743
812,Warendorf,48231,Nordrhein-Westfalen,51.92067865,7.963542582159362,2024
813,Warstein,59581,Nordrhein-Westfalen,51.4592752054533,8.341880402438639,2774
814,Wassenberg,41849,Nordrhein-Westfalen,51.1123008,6.139087334900722,2643
815,Weeze,47652,Nordrhein-Westfalen,51.58961325,6.176001924407129,2743
816,Wegberg,41844,Nordrhein-Westfalen,51.14423085,6.278435018712044,1589
817,Weilerswist,53919,Nordrhein-Westfalen,50.74096885,6.8770044948275855,2782
818,Welver,59514,Nordrhein-Westfalen,51.6194644,7.997348626235355,1805
819,Wenden,57482,Nordrhein-Westfalen,50.9639054,7.85726873863044,2552
820,Werdohl,58791,Nordrhein-Westfalen,51.2537344,7.751938816772682,1330
821,Werl,59457,Nordrhein-Westfalen,51.5522372,7.916825465184817,1826
822,Wermelskirchen,42929,Nordrhein-Westfalen,51.1189502,7.187412828696807,2439
823,Werne,59368,Nordrhein-Westfalen,51.67955585,7.651710319578268,2861
824,Werther,33824,Nordrhein-Westfalen,52.0792099,8.42201350418306,1266
825,Wesel,46483,Nordrhein-Westfalen,51.66310655,6.6173889418733385,1116
826,Wesel,46485,Nordrhein-Westfalen,51.6645193,6.669345667994723,1957
827,Wesel,46487,Nordrhein-Westfalen,51.66803915,6.556013425374959,2529
828,Wesseling,50389,Nordrhein-Westfalen,50.8190364,6.979840085108394,1538
829,Westerkappeln,49492,Nordrhein-Westfalen,52.31556345,7.863467683460746,2315
830,Wetter (Ruhr),58300,Nordrhein-Westfalen,51.40240475,7.341255450661649,1136
831,Wettringen,48493,Nordrhein-Westfalen,52.23451715,7.280909386474968,1089
832,Wickede (Ruhr),58739,Nordrhein-Westfalen,51.49550095,7.8816843575970115,2155
833,Wiehl,51674,Nordrhein-Westfalen,50.96190475,7.531678517133429,2172
834,Willebadessen,34439,Nordrhein-Westfalen,51.60636014941976,9.086249756447426,1159
835,Willich,47877,Nordrhein-Westfalen,51.26128575,6.523193167643982,1669
836,Wilnsdorf,57234,Nordrhein-Westfalen,50.8184619,8.106677180597009,2703
837,Windeck,51570,Nordrhein-Westfalen,50.79989485,7.613226505916005,1613
838,Winterberg,59955,Nordrhein-Westfalen,51.2601482,8.533947731172148,2610
839,Wipperfürth,51688,Nordrhein-Westfalen,51.10904555,7.382379954813522,2269
840,Witten,58452,Nordrhein-Westfalen,51.4086153,7.319443544221718,2896
841,Witten,58453,Nordrhein-Westfalen,51.4160184,7.37553574264069,1295
842,Witten,58454,Nordrhein-Westfalen,51.48064205,7.371356728134312,2050
843,Witten,58455,Nordrhein-Westfalen,51.44414045,7.32446285,2551
844,Witten,58456,Nordrhein-Westfalen,51.3962485,7.29405472337391,2270
845,Wülfrath,42489,Nordrhein-Westfalen,51.29032805,7.046631039094971,1848
846,Wuppertal,42103,Nordrhein-Westfalen,51.25410155,7.136079856430032,2812
847,Wuppertal,42105,Nordrhein-Westfalen,51.25941175,7.1365001698789525,2901
848,Wuppertal,42107,Nordrhein-Westfalen,51.265652100000004,7.153925296605432,2183
849,Wuppertal,42109,Nordrhein-Westfalen,51.26821925,7.142405272985923,1784
850,Wuppertal,42111,Nordrhein-Westfalen,51.2967778,7.1546267000000014,2085
851,Wuppertal,42113,Nordrhein-Westfalen,51.281574799999994,7.099806641310061,2678
852,Wuppertal,42115,Nordrhein-Westfalen,51.25540385,7.1110259189384495,2259
853,Wuppertal,42117,Nordrhein-Westfalen,51.2444934,7.110096540497406,1213
854,Wuppertal,42119,Nordrhein-Westfalen,51.23737535,7.1483565812975725,2279
855,Wuppertal,42275,Nordrhein-Westfalen,51.271868700000006,7.196434597328428,1058
856,Wuppertal,42277,Nordrhein-Westfalen,51.28490220000001,7.237655398412689,2050
857,Wuppertal,42279,Nordrhein-Westfalen,51.3005641,7.2338074542290585,1455
858,Wuppertal,42281,Nordrhein-Westfalen,51.284515,7.1831457071146305,2935
859,Wuppertal,42283,Nordrhein-Westfalen,51.272417299999994,7.177867897979275,1074
860,Wuppertal,42285,Nordrhein-Westfalen,51.24610065,7.181434150000002,1722
861,Wuppertal,42287,Nordrhein-Westfalen,51.24603785,7.1922836680872155,2268
862,Wuppertal,42289,Nordrhein-Westfalen,51.27180545,7.227698936157119,1794
863,Wuppertal,42327,Nordrhein-Westfalen,51.2488714,7.040216437874222,1293
864,Wuppertal,42329,Nordrhein-Westfalen,51.23203775,7.076298342055521,2989
865,Wuppertal,42349,Nordrhein-Westfalen,51.23266965000001,7.141053206896696,1012
866,Wuppertal,42369,Nordrhein-Westfalen,51.22490175,7.198925078121143,2471
867,Wuppertal,42389,Nordrhein-Westfalen,51.28064295,7.262507285824749,1919
868,Wuppertal,42399,Nordrhein-Westfalen,51.234276200000004,7.280286230801615,2537
869,Würselen,52146,Nordrhein-Westfalen,50.816551700000005,6.143780119768532,1422
870,Xanten,46509,Nordrhein-Westfalen,51.69998055,6.3743494182225495,2867
871,Zülpich,53909,Nordrhein-Westfalen,50.678200200000006,6.678660243715814,2762
